domain,config_name,start_url,date,brand,url,reference_code,image_url,id,list,brand.1,category,currency,price,name,variant,reference,collection,productMaterialStrap,productSpecialEdition,size,isAvailable,isSellable,Exchange Rate,price_eur
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01565-submersible-luna-rossa.html,PNPAM01565,"https://www.panerai.com/content/dam/rcq/pan/eF/U8/Cs/i-/Rm/iU/J8/g-/RV/zu/FQ/eFU8Csi-RmiUJ8g-RVzuFQ.png.transform.global_square_image_960.png, /content/dam/rcq/pan/eF/U8/Cs/i-/Rm/iU/J8/g-/RV/zu/FQ/eFU8Csi-RmiUJ8g-RVzuFQ.png.transform.global_square_image_960_2x.png 2x",PAM01565,Submersible,PANERAI,Watch,EUR,11500,Submersible Luna Rossa,Gris - Noir,PAM01565,Submersible,Gris,True,42mm,True,True,1.0,11500.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01579-submersible-luna-rossa.html,PNPAM01579,"https://www.panerai.com/content/dam/rcq/pan/s3/TK/qr/fW/Qd/S3/Ae/7p/RH/lM/0A/s3TKqrfWQdS3Ae7pRHlM0A.png.transform.global_square_image_960.png, /content/dam/rcq/pan/s3/TK/qr/fW/Qd/S3/Ae/7p/RH/lM/0A/s3TKqrfWQdS3Ae7pRHlM0A.png.transform.global_square_image_960_2x.png 2x",PAM01579,Submersible,PANERAI,Watch,EUR,11200,Submersible Luna Rossa,Gris - Noir,PAM01579,Submersible,Gris,False,42mm,True,True,1.0,11200.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01507-submersible-gmt-luna-rossa-titanio.html,PNPAM01507,"https://www.panerai.com/content/dam/rcq/pan/ix/02/wr/hb/T0/Kj/JT/tX/DQ/H-/VQ/ix02wrhbT0KjJTtXDQH-VQ.png.transform.global_square_image_960.png, /content/dam/rcq/pan/ix/02/wr/hb/T0/Kj/JT/tX/DQ/H-/VQ/ix02wrhbT0KjJTtXDQH-VQ.png.transform.global_square_image_960_2x.png 2x",PAM01507,Submersible,PANERAI,Watch,EUR,12500,Submersible GMT Luna Rossa Titanio,Bleu foncé - Noir,PAM01507,Submersible,Bleu foncé,False,42mm,True,True,1.0,12500.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01563-submersible-luna-rossa-carbotech.html,PNPAM01563,"https://www.panerai.com/content/dam/rcq/pan/nL/cF/Gj/Cp/SW/WO/2g/bX/qa/wF/qw/nLcFGjCpSWWO2gbXqawFqw.png.transform.global_square_image_960.png, /content/dam/rcq/pan/nL/cF/Gj/Cp/SW/WO/2g/bX/qa/wF/qw/nLcFGjCpSWWO2gbXqawFqw.png.transform.global_square_image_960_2x.png 2x",PAM01563,Submersible,PANERAI,Watch,EUR,18400,Submersible Luna Rossa Carbotech™,Bleu - NON APPLICABLE,PAM01563,Submersible,Bleu,True,42mm,False,False,1.0,18400.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01543-submersible-quarantaquattro-luna-rossa-ti-ceramitech.html,PNPAM01543,"https://www.panerai.com/content/dam/rcq/pan/8W/58/Pm/8p/Sm/Cb/bP/rt/oR/9j/Yg/8W58Pm8pSmCbbPrtoR9jYg.png.transform.global_square_image_960.png, /content/dam/rcq/pan/8W/58/Pm/8p/Sm/Cb/bP/rt/oR/9j/Yg/8W58Pm8pSmCbbPrtoR9jYg.png.transform.global_square_image_960_2x.png 2x",PAM01543,Submersible,PANERAI,Watch,EUR,16900,Submersible QuarantaQuattro Luna Rossa Ti-Ceramitech™,Aucun - Bleu foncé,PAM01543,Submersible,Aucun,False,44mm,True,True,1.0,16900.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01466-submersible-quarantaquattro-luna-rossa-ti-ceramitech.html,PNPAM01466,"https://www.panerai.com/content/dam/rcq/pan/pv/nm/Af/Bx/RC/Ca/gf/sN/AQ/o3/LQ/pvnmAfBxRCCagfsNAQo3LQ.png.transform.global_square_image_960.png, /content/dam/rcq/pan/pv/nm/Af/Bx/RC/Ca/gf/sN/AQ/o3/LQ/pvnmAfBxRCCagfsNAQo3LQ.png.transform.global_square_image_960_2x.png 2x",PAM01466,Submersible,PANERAI,Watch,EUR,16900,Submersible QuarantaQuattro Luna Rossa Ti-Ceramitech™,Aucun - Bleu foncé,PAM01466,Submersible,Aucun,False,44mm,True,True,1.0,16900.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01405-submersible-tourbillon-gmt-luna-rossa-experience-editio.html,PNPAM01405,"https://www.panerai.com/content/dam/rcq/pan/6D/mW/SW/SS/T4/K7/7P/fj/Z2/XK/fg/6DmWSWSST4K77PfjZ2XKfg.png.transform.global_square_image_960.png, /content/dam/rcq/pan/6D/mW/SW/SS/T4/K7/7P/fj/Z2/XK/fg/6DmWSWSST4K77PfjZ2XKfg.png.transform.global_square_image_960_2x.png 2x",PAM01405,Submersible,PANERAI,Watch,EUR,195000,Submersible Tourbillon GMT Luna Rossa Experience Edition,Aucun - Noir,PAM01405,Submersible,Aucun,True,45mm,False,True,1.0,195000.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01513-submersible-quarantaquattro-gmt-navy-seals-carbotech.html,PNPAM01513,"https://www.panerai.com/content/dam/rcq/pan/4P/7W/Qz/5q/TH/Oj/_c/Ov/rK/S4/WQ/4P7WQz5qTHOj_cOvrKS4WQ.png.transform.global_square_image_960.png, /content/dam/rcq/pan/4P/7W/Qz/5q/TH/Oj/_c/Ov/rK/S4/WQ/4P7WQz5qTHOj_cOvrKS4WQ.png.transform.global_square_image_960_2x.png 2x",PAM01513,Submersible,PANERAI,Watch,EUR,20100,Submersible QuarantaQuattro GMT Navy SEALs Carbotech™,Aucun - Noir,PAM01513,Submersible,Aucun,False,44mm,True,True,1.0,20100.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01590-submersible.html,PNPAM01590,"https://www.panerai.com/content/dam/rcq/pan/21/95/84/3/2195843.png.transform.global_square_image_960.png, /content/dam/rcq/pan/21/95/84/3/2195843.png.transform.global_square_image_960_2x.png 2x",PAM01590,Submersible,PANERAI,Watch,EUR,9700,Submersible,Noir - NON APPLICABLE,PAM01590,Submersible,Noir,False,42mm,True,True,1.0,9700.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02973-submersible.html,PNPAM02973,"https://www.panerai.com/content/dam/rcq/pan/19/18/47/0/1918470.png.transform.global_square_image_960.png, /content/dam/rcq/pan/19/18/47/0/1918470.png.transform.global_square_image_960_2x.png 2x",PAM02973,Submersible,PANERAI,Watch,EUR,9700,Submersible,Noir - NON APPLICABLE,PAM02973,Submersible,Noir,False,42mm,True,True,1.0,9700.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02683-submersible.html,PNPAM02683,"https://www.panerai.com/content/dam/rcq/pan/18/18/97/9/1818979.png.transform.global_square_image_960.png, /content/dam/rcq/pan/18/18/97/9/1818979.png.transform.global_square_image_960_2x.png 2x",PAM02683,Submersible,PANERAI,Watch,EUR,10700,Submersible,Noir - NON APPLICABLE,PAM02683,Submersible,Noir,False,42mm,True,True,1.0,10700.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02068-submersible.html,PNPAM02068,"https://www.panerai.com/content/dam/rcq/pan/21/69/21/9/2169219.png.transform.global_square_image_960.png, /content/dam/rcq/pan/21/69/21/9/2169219.png.transform.global_square_image_960_2x.png 2x",PAM02068,Submersible,PANERAI,Watch,EUR,11900,Submersible, - ,PAM02068,Submersible,,False,42mm,True,True,1.0,11900.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01595-submersible-quarantaquattro.html,PNPAM01595,"https://www.panerai.com/content/dam/rcq/pan/23/07/81/8/2307818.png.transform.global_square_image_960.png, /content/dam/rcq/pan/23/07/81/8/2307818.png.transform.global_square_image_960_2x.png 2x",PAM01595,Submersible,PANERAI,Watch,EUR,10100,Submersible QuarantaQuattro,Aucun - ,PAM01595,Submersible,Aucun,False,44mm,True,True,1.0,10100.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01596-submersible-quarantaquattro.html,PNPAM01596,"https://www.panerai.com/content/dam/rcq/pan/23/07/80/5/2307805.png.transform.global_square_image_960.png, /content/dam/rcq/pan/23/07/80/5/2307805.png.transform.global_square_image_960_2x.png 2x",PAM01596,Submersible,PANERAI,Watch,EUR,10100,Submersible QuarantaQuattro,Aucun - Noir,PAM01596,Submersible,Aucun,False,44mm,True,True,1.0,10100.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01518-submersible-quarantaquattro-navy-seals.html,PNPAM01518,"https://www.panerai.com/content/dam/rcq/pan/53/Ce/sO/YW/QY/Cr/aG/cl/ou/M0/8w/53CesOYWQYCraGclouM08w.png.transform.global_square_image_960.png, /content/dam/rcq/pan/53/Ce/sO/YW/QY/Cr/aG/cl/ou/M0/8w/53CesOYWQYCraGclouM08w.png.transform.global_square_image_960_2x.png 2x",PAM01518,Submersible,PANERAI,Watch,EUR,10400,Submersible QuarantaQuattro Navy SEALs,Aucun - Noir,PAM01518,Submersible,Aucun,False,44mm,True,True,1.0,10400.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01323-submersible-gmt-navy-seals.html,PNPAM01323,"https://www.panerai.com/content/dam/rcq/pan/OF/3s/mc/4x/ak/yn/Xt/dj/Pf/WK/Ug/OF3smc4xakynXtdjPfWKUg.png.transform.global_square_image_960.png, /content/dam/rcq/pan/OF/3s/mc/4x/ak/yn/Xt/dj/Pf/WK/Ug/OF3smc4xakynXtdjPfWKUg.png.transform.global_square_image_960_2x.png 2x",PAM01323,Submersible,PANERAI,Watch,EUR,11300,Submersible GMT Navy SEALs,Aucun - Noir,PAM01323,Submersible,Aucun,False,44mm,False,True,1.0,11300.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01676-submersible-quarantaquattro-mike-horn.html,PNPAM01676,"https://www.panerai.com/content/dam/rcq/pan/89/89/HP/c4/SJ/iH/ql/xv/oC/yq/hA/8989HPc4SJiHqlxvoCyqhA.png.transform.global_square_image_960.png, /content/dam/rcq/pan/89/89/HP/c4/SJ/iH/ql/xv/oC/yq/hA/8989HPc4SJiHqlxvoCyqhA.png.transform.global_square_image_960_2x.png 2x",PAM01676,Submersible,PANERAI,Watch,EUR,12100,Submersible QuarantaQuattro Mike Horn ,Aucun - Bleu foncé,PAM01676,Submersible,Aucun,False,44mm,True,True,1.0,12100.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01681-submersible-quarantaquattro-luna-rossa.html,PNPAM01681,"https://www.panerai.com/content/dam/rcq/pan/Ws/BB/_-/CW/TR/2x/ZI/h7/1h/Z9/_w/WsBB_-CWTR2xZIh71hZ9_w.png.transform.global_square_image_960.png, /content/dam/rcq/pan/Ws/BB/_-/CW/TR/2x/ZI/h7/1h/Z9/_w/WsBB_-CWTR2xZIh71hZ9_w.png.transform.global_square_image_960_2x.png 2x",PAM01681,Submersible,PANERAI,Watch,EUR,12300,Submersible QuarantaQuattro Luna Rossa,Aucun - Noir,PAM01681,Submersible,Aucun,True,44mm,False,True,1.0,12300.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01288-submersible-quarantaquattro-grigio-roccia.html,PNPAM01288,"https://www.panerai.com/content/dam/rcq/pan/23/07/86/7/2307867.png.transform.global_square_image_960.png, /content/dam/rcq/pan/23/07/86/7/2307867.png.transform.global_square_image_960_2x.png 2x",PAM01288,Submersible,PANERAI,Watch,EUR,11800,Submersible QuarantaQuattro Grigio Roccia,Gris foncé - Gris,PAM01288,Submersible,Gris foncé,False,44mm,True,True,1.0,11800.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01289-submersible-quarantaquattro-blu-profondo.html,PNPAM01289,"https://www.panerai.com/content/dam/rcq/pan/23/07/86/8/2307868.png.transform.global_square_image_960.png, /content/dam/rcq/pan/23/07/86/8/2307868.png.transform.global_square_image_960_2x.png 2x",PAM01289,Submersible,PANERAI,Watch,EUR,11800,Submersible QuarantaQuattro Blu Profondo,Bleu - Bleu,PAM01289,Submersible,Bleu,False,44mm,True,True,1.0,11800.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01287-submersible-quarantaquattro-verde-smeraldo.html,PNPAM01287,"https://www.panerai.com/content/dam/rcq/pan/23/07/85/6/2307856.png.transform.global_square_image_960.png, /content/dam/rcq/pan/23/07/85/6/2307856.png.transform.global_square_image_960_2x.png 2x",PAM01287,Submersible,PANERAI,Watch,EUR,11800,Submersible QuarantaQuattro Verde Smeraldo,Ton sur Ton - ,PAM01287,Submersible,Ton sur Ton,False,44mm,True,True,1.0,11800.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02231-submersible-carbotech.html,PNPAM02231,"https://www.panerai.com/content/dam/rcq/pan/23/44/85/1/2344851.png.transform.global_square_image_960.png, /content/dam/rcq/pan/23/44/85/1/2344851.png.transform.global_square_image_960_2x.png 2x",PAM02231,Submersible,PANERAI,Watch,EUR,17900,Submersible Carbotech™,Noir - NON APPLICABLE,PAM02231,Submersible,Noir,False,42mm,True,True,1.0,17900.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01074-submersible-bronzo.html,PNPAM01074,"https://www.panerai.com/content/dam/rcq/pan/21/33/34/5/2133345.png.transform.global_square_image_960.png, /content/dam/rcq/pan/21/33/34/5/2133345.png.transform.global_square_image_960_2x.png 2x",PAM01074,Submersible,PANERAI,Watch,EUR,18000,Submersible Bronzo ,Ecru - Bleu,PAM01074,Submersible,Ecru,False,42mm,False,False,1.0,18000.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01232-submersible-quarantaquattro-carbotech.html,PNPAM01232,"https://www.panerai.com/content/dam/rcq/pan/23/07/80/7/2307807.png.transform.global_square_image_960.png, /content/dam/rcq/pan/23/07/80/7/2307807.png.transform.global_square_image_960_2x.png 2x",PAM01232,Submersible,PANERAI,Watch,EUR,18900,Submersible QuarantaQuattro Carbotech™,Aucun - Bleu foncé,PAM01232,Submersible,Aucun,False,44mm,True,True,1.0,18900.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01241-submersible-s-brabus-blue-shadow-edition.html,PNPAM01241,"https://www.panerai.com/content/dam/rcq/pan/oF/6M/5k/s2/QZ/mz/vr/7E/2B/xX/Cw/oF6M5ks2QZmzvr7E2BxXCw.png.transform.global_square_image_960.png, /content/dam/rcq/pan/oF/6M/5k/s2/QZ/mz/vr/7E/2B/xX/Cw/oF6M5ks2QZmzvr7E2BxXCw.png.transform.global_square_image_960_2x.png 2x",PAM01241,Submersible,PANERAI,Watch,EUR,52000,Submersible S Brabus Blue Shadow Edition,Ton sur Ton - Noir,PAM01241,Submersible,Ton sur Ton,True,47mm,True,True,1.0,52000.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01403-submersible-s-brabus.html,PNPAM01403,"https://www.panerai.com/content/dam/rcq/pan/oC/_4/ES/d5/BU/O9/lM/dv/lo/xf/WA/oC_4ESd5BUO9lMdvloxfWA.png.transform.global_square_image_960.png, /content/dam/rcq/pan/oC/_4/ES/d5/BU/O9/lM/dv/lo/xf/WA/oC_4ESd5BUO9lMdvloxfWA.png.transform.global_square_image_960_2x.png 2x",PAM01403,Submersible,PANERAI,Watch,EUR,52000,Submersible S Brabus,Ton sur Ton - Noir,PAM01403,Submersible,Ton sur Ton,True,47mm,False,True,1.0,52000.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01283-submersible-s-brabus-carbotech.html,PNPAM01283,"https://www.panerai.com/content/dam/rcq/pan/jf/I5/1A/xf/H0/GP/ia/7k/wB/J6/6g/jfI51AxfH0GPia7kwBJ66g.png.transform.global_square_image_960.png, /content/dam/rcq/pan/jf/I5/1A/xf/H0/GP/ia/7k/wB/J6/6g/jfI51AxfH0GPia7kwBJ66g.png.transform.global_square_image_960_2x.png 2x",PAM01283,Submersible,PANERAI,Watch,EUR,52000,Submersible S Brabus Carbotech™,Ton sur Ton - Noir,PAM01283,Submersible,Ton sur Ton,True,47mm,False,True,1.0,52000.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02305-submersible-titanio.html,PNPAM02305,"https://www.panerai.com/content/dam/rcq/pan/14/62/63/3/1462633.png.transform.global_square_image_960.png, /content/dam/rcq/pan/14/62/63/3/1462633.png.transform.global_square_image_960_2x.png 2x",PAM02305,Submersible,PANERAI,Watch,EUR,10900,Submersible Titanio,Noir - NON APPLICABLE,PAM02305,Submersible,Noir,False,47mm,True,True,1.0,10900.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02692-submersible-bmg-tech.html,PNPAM02692,"https://www.panerai.com/content/dam/rcq/pan/18/97/17/9/1897179.png.transform.global_square_image_960.png, /content/dam/rcq/pan/18/97/17/9/1897179.png.transform.global_square_image_960_2x.png 2x",PAM02692,Submersible,PANERAI,Watch,EUR,15100,Submersible BMG-TECH™,Noir - NON APPLICABLE,PAM02692,Submersible,Noir,False,47mm,True,True,1.0,15100.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01669-submersible-navy-seals-titanio.html,PNPAM01669,"https://www.panerai.com/content/dam/rcq/pan/eG/rv/dP/iO/Qn/-d/v5/u5/Ki/h6/gQ/eGrvdPiOQn-dv5u5Kih6gQ.png.transform.global_square_image_960.png, /content/dam/rcq/pan/eG/rv/dP/iO/Qn/-d/v5/u5/Ki/h6/gQ/eGrvdPiOQn-dv5u5Kih6gQ.png.transform.global_square_image_960_2x.png 2x",PAM01669,Submersible,PANERAI,Watch,EUR,13900,Submersible Navy SEALs Titanio,Noir - NON APPLICABLE,PAM01669,Submersible,Noir,False,47mm,True,True,1.0,13900.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02616-submersible-carbotech.html,PNPAM02616,"https://www.panerai.com/content/dam/rcq/pan/Nq/2k/6V/4f/R3/Gc/UV/nN/ww/Th/cw/Nq2k6V4fR3GcUVnNwwThcw.png.transform.global_square_image_960.png, /content/dam/rcq/pan/Nq/2k/6V/4f/R3/Gc/UV/nN/ww/Th/cw/Nq2k6V4fR3GcUVnNwwThcw.png.transform.global_square_image_960_2x.png 2x",PAM02616,Submersible,PANERAI,Watch,EUR,19300,Submersible Carbotech™,Nero - Nero,PAM02616,Submersible,Nero,False,47mm,True,True,1.0,19300.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02979-submersible-marina-militare-carbotech.html,PNPAM02979,"https://www.panerai.com/content/dam/rcq/pan/18/18/98/4/1818984.png.transform.global_square_image_960.png, /content/dam/rcq/pan/18/18/98/4/1818984.png.transform.global_square_image_960_2x.png 2x",PAM02979,Submersible,PANERAI,Watch,EUR,20600,Submersible Marina Militare Carbotech™,Ton sur Ton - Gris,PAM02979,Submersible,Ton sur Ton,False,47mm,True,True,1.0,20600.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam00968-submersible-bronzo.html,PNPAM00968,"https://www.panerai.com/content/dam/rcq/pan/18/95/60/6/1895606.png.transform.global_square_image_960.png, /content/dam/rcq/pan/18/95/60/6/1895606.png.transform.global_square_image_960_2x.png 2x",PAM00968,Submersible,PANERAI,Watch,EUR,19000,Submersible Bronzo,Beige - Brun,PAM00968,Submersible,Beige,False,47mm,False,False,1.0,19000.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01670-submersible-gmt-titanio-mike-horn-experience-edition.html,PNPAM01670,"https://www.panerai.com/content/dam/rcq/pan/9r/j4/Oo/sq/Qa/uC/Jk/zQ/1O/hg/eQ/9rj4OosqQauCJkzQ1OhgeQ.png.transform.global_square_image_960.png, /content/dam/rcq/pan/9r/j4/Oo/sq/Qa/uC/Jk/zQ/1O/hg/eQ/9rj4OosqQauCJkzQ1OhgeQ.png.transform.global_square_image_960_2x.png 2x",PAM01670,Submersible,PANERAI,Watch,EUR,95000,Submersible GMT Titanio Mike Horn Experience Edition,Orange - NON APPLICABLE,PAM01670,Submersible,Orange,False,47mm,False,True,1.0,95000.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01800-submersible-elux-lab-id.html,PNPAM01800,"https://www.panerai.com/content/dam/rcq/pan/aW/d4/pE/mS/Rw/iB/Jj/H5/kJ/in/GA/aWd4pEmSRwiBJjH5kJinGA.png.transform.global_square_image_960.png, /content/dam/rcq/pan/aW/d4/pE/mS/Rw/iB/Jj/H5/kJ/in/GA/aWd4pEmSRwiBJjH5kJinGA.png.transform.global_square_image_960_2x.png 2x",PAM01800,Submersible,PANERAI,Watch,EUR,108000,Submersible Elux LAB-ID,Bleue foncée - Bleu foncée,PAM01800,Submersible,Bleue foncée,True,49mm,False,True,1.0,108000.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02239-submersible-forze-speciali.html,PNPAM02239,"https://www.panerai.com/content/dam/rcq/pan/23/07/83/2/2307832.png.transform.global_square_image_960.png, /content/dam/rcq/pan/23/07/83/2/2307832.png.transform.global_square_image_960_2x.png 2x",PAM02239,Submersible,PANERAI,Watch,EUR,31000,Submersible Forze Speciali,Noir - NON APPLICABLE,PAM02239,Submersible,Noir,False,47mm,True,True,1.0,31000.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01521-submersible-chrono-navy-seals-titanio.html,PNPAM01521,"https://www.panerai.com/content/dam/rcq/pan/Tn/wD/RH/3O/Sp/mx/lN/dH/qW/-z/Aw/TnwDRH3OSpmxlNdHqW-zAw.png.transform.global_square_image_960.png, /content/dam/rcq/pan/Tn/wD/RH/3O/Sp/mx/lN/dH/qW/-z/Aw/TnwDRH3OSpmxlNdHqW-zAw.png.transform.global_square_image_960_2x.png 2x",PAM01521,Submersible,PANERAI,Watch,EUR,35000,Submersible Chrono Navy SEALs,Noir - NON APPLICABLE,PAM01521,Submersible,Noir,True,47mm,False,True,1.0,35000.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02164-submersible-goldtech.html,PNPAM02164,"https://www.panerai.com/content/dam/rcq/pan/21/34/44/8/2134448.png.transform.global_square_image_960.png, /content/dam/rcq/pan/21/34/44/8/2134448.png.transform.global_square_image_960_2x.png 2x",PAM02164,Submersible,PANERAI,Watch,EUR,30500,Submersible Goldtech™,Noir - NON APPLICABLE,PAM02164,Submersible,Noir,False,42mm,True,True,1.0,30500.0
panerai.com,panerai_all,https://www.panerai.com/fr/fr/collections/watch-collection/submersible.html,2025/2/17,Panerai_watches_EUR,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam02070-submersible-quarantaquattro-goldtech-orocarbo.html,PNPAM02070,"https://www.panerai.com/content/dam/rcq/pan/20/81/31/6/2081316.png.transform.global_square_image_960.png, /content/dam/rcq/pan/20/81/31/6/2081316.png.transform.global_square_image_960_2x.png 2x",PAM02070,Submersible,PANERAI,Watch,EUR,34000,Submersible QuarantaQuattro Goldtech™ OroCarbo,Noir - NON APPLICABLE,PAM02070,Submersible,Noir,False,44mm,True,True,1.0,34000.0
